"행정구역","2024년09월_계_총인구수","2024년09월_계_연령구간인구수","2024년09월_계_0~9세","2024년09월_계_10~19세","2024년09월_계_20~29세","2024년09월_계_30~39세","2024년09월_계_40~49세","2024년09월_계_50~59세","2024년09월_계_60~69세","2024년09월_계_70~79세","2024년09월_계_80~89세","2024년09월_계_90~99세","2024년09월_계_100세 이상","2024년09월_남_총인구수","2024년09월_남_연령구간인구수","2024년09월_남_0~9세","2024년09월_남_10~19세","2024년09월_남_20~29세","2024년09월_남_30~39세","2024년09월_남_40~49세","2024년09월_남_50~59세","2024년09월_남_60~69세","2024년09월_남_70~79세","2024년09월_남_80~89세","2024년09월_남_90~99세","2024년09월_남_100세 이상","2024년09월_여_총인구수","2024년09월_여_연령구간인구수","2024년09월_여_0~9세","2024년09월_여_10~19세","2024년09월_여_20~29세","2024년09월_여_30~39세","2024년09월_여_40~49세","2024년09월_여_50~59세","2024년09월_여_60~69세","2024년09월_여_70~79세","2024년09월_여_80~89세","2024년09월_여_90~99세","2024년09월_여_100세 이상"
"전라남도 영암군 덕진면(4683031000)","1,703","1,703","43","83","81","90","135","287","380","292","249","62","1","848","848","26","43","45","50","83","181","209","132","65","14","0","855","855","17","40","36","40","52","106","171","160","184","48","1"
"전라남도 영암군 금정면(4683032000)","1,991","1,991","30","49","95","85","151","362","492","359","305","61","2","1,014","1,014","17","27","58","46","81","219","284","183","90","8","1","977","977","13","22","37","39","70","143","208","176","215","53","1"
"전라남도 영암군 신북면(4683033000)","3,416","3,416","72","129","179","187","279","563","866","624","442","75","0","1,726","1,726","37","60","119","108","171","315","462","288","144","22","0","1,690","1,690","35","69","60","79","108","248","404","336","298","53","0"
"전라남도 영암군 시종면(4683034000)","3,265","3,265","97","98","168","165","274","505","835","596","455","69","3","1,697","1,697","54","57","106","101","191","319","452","271","136","9","1","1,568","1,568","43","41","62","64","83","186","383","325","319","60","2"
"전라남도 영암군 도포면(4683035000)","2,086","2,086","35","79","137","97","158","351","525","353","310","40","1","1,087","1,087","23","51","92","64","94","208","287","163","91","14","0","999","999","12","28","45","33","64","143","238","190","219","26","1"
"전라남도 영암군 군서면(4683036000)","3,043","3,043","63","129","202","143","232","512","727","497","451","86","1","1,490","1,490","39","75","117","84","140","296","378","213","130","17","1","1,553","1,553","24","54","85","59","92","216","349","284","321","69","0"
"전라남도 영암군 서호면(4683037000)","1,804","1,804","42","68","104","69","137","265","426","332","312","48","1","873","873","20","35","62","41","83","155","230","141","95","11","0","931","931","22","33","42","28","54","110","196","191","217","37","1"
"전라남도 영암군 학산면(4683038000)","2,828","2,828","78","155","215","149","214","508","630","473","351","55","0","1,353","1,353","42","73","105","73","127","269","323","212","122","7","0","1,475","1,475","36","82","110","76","87","239","307","261","229","48","0"
"전라남도 영암군 미암면(4683039000)","2,068","2,068","32","84","88","113","164","333","533","375","309","37","0","1,047","1,047","15","41","52","71","104","196","282","171","103","12","0","1,021","1,021","17","43","36","42","60","137","251","204","206","25","0"
"전라남도 무안군 (4684000000)","92,009","92,009","7,160","10,293","9,241","10,576","14,577","13,956","12,657","8,051","4,736","743","19","46,195","46,195","3,717","5,171","4,992","5,293","7,494","7,582","6,524","3,792","1,486","143","1","45,814","45,814","3,443","5,122","4,249","5,283","7,083","6,374","6,133","4,259","3,250","600","18"
"전라남도 무안군 무안읍(4684025000)","10,787","10,787","623","1,054","1,253","881","1,407","1,934","1,792","1,172","582","88","1","5,354","5,354","310","555","711","465","714","1,014","870","508","191","16","0","5,433","5,433","313","499","542","416","693","920","922","664","391","72","1"
"전라남도 무안군 일로읍(4684025300)","20,210","20,210","2,919","2,622","1,249","3,245","4,031","2,274","1,848","1,208","691","119","4","10,068","10,068","1,503","1,281","699","1,505","2,130","1,240","944","529","220","17","0","10,142","10,142","1,416","1,341","550","1,740","1,901","1,034","904","679","471","102","4"
"전라남도 무안군 삼향읍(4684025600)","5,088","5,088","120","245","380","306","435","950","1,307","806","456","80","3","2,703","2,703","61","126","211","180","260","571","709","416","154","15","0","2,385","2,385","59","119","169","126","175","379","598","390","302","65","3"
"전라남도 무안군 삼향읍남악출장소(4684025800)","33,344","33,344","3,115","5,442","4,467","5,043","6,915","4,971","2,159","855","322","54","1","16,404","16,404","1,637","2,735","2,274","2,472","3,282","2,450","1,044","389","107","14","0","16,940","16,940","1,478","2,707","2,193","2,571","3,633","2,521","1,115","466","215","40","1"
"전라남도 무안군 몽탄면(4684032000)","2,796","2,796","27","89","174","108","185","466","720","515","438","73","1","1,402","1,402","14","39","106","72","116","284","396","243","114","17","1","1,394","1,394","13","50","68","36","69","182","324","272","324","56","0"
"전라남도 무안군 청계면(4684033000)","6,382","6,382","122","349","988","385","585","1,046","1,334","919","556","95","3","3,350","3,350","60","187","574","222","351","594","715","453","172","22","0","3,032","3,032","62","162","414","163","234","452","619","466","384","73","3"
"전라남도 무안군 현경면(4684034000)","4,329","4,329","76","137","239","200","320","745","1,121","859","551","80","1","2,240","2,240","41","58","129","118","212","471","595","428","172","16","0","2,089","2,089","35","79","110","82","108","274","526","431","379","64","1"
"전라남도 무안군 망운면(4684035000)","1,815","1,815","38","55","93","94","144","313","483","356","204","33","2","936","936","22","27","46","54","98","191","259","169","63","7","0","879","879","16","28","47","40","46","122","224","187","141","26","2"
"전라남도 무안군 해제면(4684036000)","4,539","4,539","84","164","243","180","345","769","1,142","889","638","83","2","2,322","2,322","47","97","157","112","208","463","599","426","200","13","0","2,217","2,217","37","67","86","68","137","306","543","463","438","70","2"
"전라남도 무안군 운남면(4684037000)","2,719","2,719","36","136","155","134","210","488","751","472","298","38","1","1,416","1,416","22","66","85","93","123","304","393","231","93","6","0","1,303","1,303","14","70","70","41","87","184","358","241","205","32","1"
"전라남도 함평군 (4686000000)","30,107","30,107","926","1,795","1,982","1,765","2,816","5,135","6,597","4,685","3,757","631","18","15,312","15,312","471","958","1,164","975","1,631","3,071","3,582","2,145","1,184","130","1","14,795","14,795","455","837","818","790","1,185","2,064","3,015","2,540","2,573","501","17"
"전라남도 함평군 함평읍(4686025000)","8,166","8,166","395","722","697","616","1,009","1,410","1,458","983","760","113","3","4,061","4,061","198","381","407","320","526","784","737","441","243","24","0","4,105","4,105","197","341","290","296","483","626","721","542","517","89","3"
"전라남도 함평군 손불면(4686031000)","3,130","3,130","77","143","158","138","263","531","681","606","464","68","1","1,615","1,615","39","76","91","82","173","335","379","267","157","15","1","1,515","1,515","38","67","67","56","90","196","302","339","307","53","0"
"전라남도 함평군 신광면(4686032000)","1,709","1,709","38","57","96","86","139","253","453","287","257","40","3","867","867","20","30","48","50","94","146","241","139","91","8","0","842","842","18","27","48","36","45","107","212","148","166","32","3"
"전라남도 함평군 학교면(4686033000)","3,441","3,441","73","167","182","162","295","551","815","578","513","102","3","1,732","1,732","38","92","100","80","186","351","442","264","151","28","0","1,709","1,709","35","75","82","82","109","200","373","314","362","74","3"
"전라남도 함평군 엄다면(4686034000)","1,810","1,810","45","70","106","85","136","330","418","296","268","55","1","883","883","17","32","64","53","83","203","228","119","77","7","0","927","927","28","38","42","32","53","127","190","177","191","48","1"
"전라남도 함평군 대동면(4686035000)","2,973","2,973","62","217","197","167","205","522","659","482","398","62","2","1,554","1,554","26","131","120","106","110","314","376","231","130","10","0","1,419","1,419","36","86","77","61","95","208","283","251","268","52","2"
"전라남도 함평군 나산면(4686036000)","2,642","2,642","55","114","145","148","208","434","675","457","334","71","1","1,339","1,339","28","57","92","84","121","261","372","217","99","8","0","1,303","1,303","27","57","53","64","87","173","303","240","235","63","1"
"전라남도 함평군 해보면(4686037000)","2,719","2,719","72","123","183","169","247","478","665","401","321","58","2","1,389","1,389","43","59","108","78","127","295","369","189","108","13","0","1,330","1,330","29","64","75","91","120","183","296","212","213","45","2"
"전라남도 함평군 월야면(4686038000)","3,517","3,517","109","182","218","194","314","626","773","595","442","62","2","1,872","1,872","62","100","134","122","211","382","438","278","128","17","0","1,645","1,645","47","82","84","72","103","244","335","317","314","45","2"
"전라남도 영광군 (4687000000)","51,688","51,688","3,312","3,857","4,296","4,574","5,872","8,441","9,305","6,752","4,650","601","28","25,844","25,844","1,643","1,999","2,409","2,321","3,210","4,751","4,877","3,025","1,482","123","4","25,844","25,844","1,669","1,858","1,887","2,253","2,662","3,690","4,428","3,727","3,168","478","24"
"전라남도 영광군 영광읍(4687025000)","22,222","22,222","1,890","2,327","2,244","2,332","3,135","3,724","3,278","2,022","1,119","144","7","10,905","10,905","943","1,197","1,212","1,137","1,540","1,893","1,631","907","412","32","1","11,317","11,317","947","1,130","1,032","1,195","1,595","1,831","1,647","1,115","707","112","6"
"전라남도 영광군 백수읍(4687025300)","4,407","4,407","152","205","281","253","330","725","932","797","639","90","3","2,156","2,156","76","118","160","126","212","439","489","319","196","20","1","2,251","2,251","76","87","121","127","118","286","443","478","443","70","2"
"전라남도 영광군 홍농읍(4687025600)","6,683","6,683","543","496","725","855","825","1,124","1,009","644","417","42","3","3,497","3,497","261","253","413","477","475","660","529","288","133","8","0","3,186","3,186","282","243","312","378","350","464","480","356","284","34","3"
"전라남도 영광군 대마면(4687031000)","1,576","1,576","67","57","99","133","123","233","358","273","205","25","3","823","823","37","30","60","71","85","143","204","120","70","2","1","753","753","30","27","39","62","38","90","154","153","135","23","2"
"전라남도 영광군 묘량면(4687032000)","1,695","1,695","95","68","75","121","122","242","377","293","265","36","1","868","868","53","37","44","55","70","147","222","145","85","10","0","827","827","42","31","31","66","52","95","155","148","180","26","1"
"전라남도 영광군 불갑면(4687033000)","1,395","1,395","63","79","84","86","117","221","324","244","154","22","1","721","721","32","46","41","40","64","137","182","122","52","5","0","674","674","31","33","43","46","53","84","142","122","102","17","1"
"전라남도 영광군 군서면(4687034000)","2,224","2,224","77","139","125","127","204","397","433","364","323","34","1","1,145","1,145","35","71","88","70","124","262","234","155","102","4","0","1,079","1,079","42","68","37","57","80","135","199","209","221","30","1"
"전라남도 영광군 군남면(4687035000)","2,243","2,243","65","66","96","100","157","304","493","427","459","74","2","1,065","1,065","31","41","54","51","93","189","267","185","139","15","0","1,178","1,178","34","25","42","49","64","115","226","242","320","59","2"
"전라남도 영광군 염산면(4687036000)","3,805","3,805","117","137","172","208","309","572","921","822","480","64","3","1,902","1,902","59","69","111","105","209","343","482","380","127","17","0","1,903","1,903","58","68","61","103","100","229","439","442","353","47","3"
"전라남도 영광군 법성면(4687037000)","4,827","4,827","220","261","367","327","458","786","1,016","765","557","66","4","2,391","2,391","106","123","213","165","275","452","542","349","155","10","1","2,436","2,436","114","138","154","162","183","334","474","416","402","56","3"
"전라남도 영광군 낙월면(4687038000)","406","406","16","13","22","26","60","80","104","60","21","4","0","249","249","6","9","10","20","41","63","57","34","9","0","0","157","157","10","4","12","6","19","17","47","26","12","4","0"
"전라남도 영광군 낙월면안마출장소(4687038500)","205","205","7","9","6","6","32","33","60","41","11","0","0","122","122","4","5","3","4","22","23","38","21","2","0","0","83","83","3","4","3","2","10","10","22","20","9","0","0"
"전라남도 장성군 (4688000000)","42,129","42,129","1,842","2,964","3,446","3,150","4,638","7,321","8,400","5,573","4,144","635","16","21,649","21,649","925","1,531","2,059","1,703","2,554","4,167","4,570","2,645","1,347","144","4","20,480","20,480","917","1,433","1,387","1,447","2,084","3,154","3,830","2,928","2,797","491","12"
"전라남도 장성군 장성읍(4688025000)","13,519","13,519","745","1,295","1,189","1,033","1,809","2,321","2,279","1,639","1,054","154","1","6,661","6,661","384","665","649","492","908","1,288","1,160","738","342","35","0","6,858","6,858","361","630","540","541","901","1,033","1,119","901","712","119","1"
"전라남도 장성군 진원면(4688031000)","3,587","3,587","179","311","259","207","424","642","714","451","338","60","2","1,814","1,814","93","172","137","99","216","359","391","226","105","16","0","1,773","1,773","86","139","122","108","208","283","323","225","233","44","2"
"전라남도 장성군 남면(4688032000)","3,621","3,621","103","174","296","296","394","664","806","493","338","55","2","2,002","2,002","58","82","189","195","247","392","457","259","113","9","1","1,619","1,619","45","92","107","101","147","272","349","234","225","46","1"
"전라남도 장성군 동화면(4688033000)","1,801","1,801","54","55","101","127","147","320","467","262","232","35","1","965","965","24","26","66","72","102","186","272","133","71","12","1","836","836","30","29","35","55","45","134","195","129","161","23","0"
"전라남도 장성군 삼서면(4688034000)","3,004","3,004","104","163","193","163","280","543","688","444","377","45","4","1,596","1,596","57","90","132","89","173","318","382","219","116","19","1","1,408","1,408","47","73","61","74","107","225","306","225","261","26","3"
"전라남도 장성군 삼계면(4688035000)","5,303","5,303","364","445","685","649","642","822","792","456","405","41","2","2,844","2,844","170","222","458","379","341","489","442","218","111","14","0","2,459","2,459","194","223","227","270","301","333","350","238","294","27","2"
"전라남도 장성군 황룡면(4688036000)","3,811","3,811","114","203","312","246","358","774","856","538","346","63","1","1,973","1,973","51","100","186","135","218","444","473","246","114","6","0","1,838","1,838","63","103","126","111","140","330","383","292","232","57","1"
"전라남도 장성군 서삼면(4688037000)","1,504","1,504","53","75","116","92","133","252","345","247","165","26","0","782","782","26","45","64","52","83","137","185","124","60","6","0","722","722","27","30","52","40","50","115","160","123","105","20","0"
"전라남도 장성군 북일면(4688038000)","1,333","1,333","29","41","80","74","98","181","347","236","217","28","2","684","684","13","21","49","43","60","108","195","103","84","7","1","649","649","16","20","31","31","38","73","152","133","133","21","1"
"전라남도 장성군 북이면(4688039000)","2,652","2,652","54","126","126","147","197","440","591","465","425","80","1","1,325","1,325","32","67","81","80","116","253","326","213","141","16","0","1,327","1,327","22","59","45","67","81","187","265","252","284","64","1"
"전라남도 장성군 북하면(4688040000)","1,994","1,994","43","76","89","116","156","362","515","342","247","48","0","1,003","1,003","17","41","48","67","90","193","287","166","90","4","0","991","991","26","35","41","49","66","169","228","176","157","44","0"
"전라남도 완도군 (4689000000)","45,837","45,837","2,249","3,273","3,006","2,909","5,361","7,334","9,246","6,792","4,886","763","18","23,169","23,169","1,182","1,726","1,743","1,590","3,103","4,220","4,696","3,126","1,629","150","4","22,668","22,668","1,067","1,547","1,263","1,319","2,258","3,114","4,550","3,666","3,257","613","14"
"전라남도 완도군 완도읍(4689025000)","17,081","17,081","1,147","1,611","1,493","1,454","2,359","2,956","3,083","1,883","956","134","5","8,596","8,596","599","872","848","745","1,229","1,581","1,488","889","318","26","1","8,485","8,485","548","739","645","709","1,130","1,375","1,595","994","638","108","4"
"전라남도 완도군 금일읍(4689025300)","3,438","3,438","163","186","181","226","366","507","720","589","445","52","3","1,739","1,739","86","91","95","136","226","318","362","277","139","8","1","1,699","1,699","77","95","86","90","140","189","358","312","306","44","2"
"전라남도 완도군 노화읍(4689025600)","3,919","3,919","211","350","236","223","527","579","713","546","441","93","0","1,986","1,986","111","183","141","116","314","346","371","239","152","13","0","1,933","1,933","100","167","95","107","213","233","342","307","289","80","0"
"전라남도 완도군 노화읍넙도출장소(4689029000)","706","706","31","32","34","36","109","101","158","143","55","7","0","390","390","19","20","21","18","82","65","76","72","16","1","0","316","316","12","12","13","18","27","36","82","71","39","6","0"
"전라남도 완도군 군외면(4689031000)","2,944","2,944","60","92","148","127","259","453","721","590","429","63","2","1,485","1,485","36","46","71","76","172","272","365","290","144","13","0","1,459","1,459","24","46","77","51","87","181","356","300","285","50","2"
"전라남도 완도군 신지면(4689032000)","3,154","3,154","90","165","159","158","305","530","725","534","415","71","2","1,635","1,635","46","82","112","94","181","320","393","239","146","20","2","1,519","1,519","44","83","47","64","124","210","332","295","269","51","0"
"전라남도 완도군 고금면(4689033000)","3,888","3,888","126","228","202","165","346","591","759","715","664","89","3","1,905","1,905","58","111","119","101","193","357","398","320","230","18","0","1,983","1,983","68","117","83","64","153","234","361","395","434","71","3"
"전라남도 완도군 약산면(4689034000)","2,175","2,175","74","81","110","84","184","320","524","425","331","42","0","1,115","1,115","45","46","67","50","121","187","278","193","118","10","0","1,060","1,060","29","35","43","34","63","133","246","232","213","32","0"
"전라남도 완도군 청산면(4689035000)","1,944","1,944","40","73","103","95","164","299","481","338","284","66","1","976","976","19","37","71","61","98","187","253","154","82","14","0","968","968","21","36","32","34","66","112","228","184","202","52","1"
"전라남도 완도군 청산면모도출장소(4689035500)","210","210","5","4","10","5","15","41","45","39","39","7","0","120","120","5","2","7","5","9","29","27","23","12","1","0","90","90","0","2","3","0","6","12","18","16","27","6","0"
"전라남도 완도군 소안면(4689036000)","2,284","2,284","94","134","101","110","247","341","464","395","332","65","1","1,129","1,129","44","67","59","63","172","201","236","154","117","16","0","1,155","1,155","50","67","42","47","75","140","228","241","215","49","1"
"전라남도 완도군 금당면(4689037000)","865","865","30","40","48","36","79","138","183","148","141","21","1","436","436","13","22","31","23","52","82","102","61","45","5","0","429","429","17","18","17","13","27","56","81","87","96","16","1"
"전라남도 완도군 보길면(4689038000)","2,484","2,484","153","245","136","157","317","356","509","314","257","40","0","1,258","1,258","85","126","75","83","197","202","259","156","72","3","0","1,226","1,226","68","119","61","74","120","154","250","158","185","37","0"
"전라남도 완도군 생일면(4689039000)","745","745","25","32","45","33","84","122","161","133","97","13","0","399","399","16","21","26","19","57","73","88","59","38","2","0","346","346","9","11","19","14","27","49","73","74","59","11","0"
"전라남도 진도군 (4690000000)","28,623","28,623","1,235","1,974","2,087","1,873","2,993","4,748","5,808","4,208","3,188","499","10","14,217","14,217","581","1,010","1,184","972","1,752","2,723","3,021","1,923","971","78","2","14,406","14,406","654","964","903","901","1,241","2,025","2,787","2,285","2,217","421","8"
"전라남도 진도군 진도읍(4690025000)","10,334","10,334","690","1,042","1,069","992","1,417","1,669","1,711","1,019","621","102","2","5,093","5,093","320","550","600","506","735","868","837","464","195","17","1","5,241","5,241","370","492","469","486","682","801","874","555","426","85","1"
"전라남도 진도군 군내면(4690031000)","2,798","2,798","82","159","159","154","256","459","625","476","380","47","1","1,415","1,415","45","78","96","77","154","272","347","221","115","10","0","1,383","1,383","37","81","63","77","102","187","278","255","265","37","1"
"전라남도 진도군 고군면(4690032000)","3,327","3,327","117","226","209","170","338","538","749","527","383","67","3","1,605","1,605","57","106","121","83","211","297","368","235","114","13","0","1,722","1,722","60","120","88","87","127","241","381","292","269","54","3"
"전라남도 진도군 의신면(4690033000)","3,302","3,302","90","131","179","170","281","568","801","571","433","76","2","1,675","1,675","41","75","100","92","194","342","421","258","145","6","1","1,627","1,627","49","56","79","78","87","226","380","313","288","70","1"
"전라남도 진도군 임회면(4690034000)","3,208","3,208","88","146","179","150","231","550","742","587","442","93","0","1,569","1,569","41","68","96","77","144","324","399","266","134","20","0","1,639","1,639","47","78","83","73","87","226","343","321","308","73","0"
"전라남도 진도군 지산면(4690035000)","2,919","2,919","79","122","142","109","203","464","636","584","512","67","1","1,426","1,426","42","60","84","59","131","289","346","255","152","8","0","1,493","1,493","37","62","58","50","72","175","290","329","360","59","1"
"전라남도 진도군 조도면(4690036000)","2,114","2,114","63","110","117","106","203","375","434","340","334","31","1","1,103","1,103","22","53","67","61","139","247","246","175","92","1","0","1,011","1,011","41","57","50","45","64","128","188","165","242","30","1"
"전라남도 진도군 조도면가사출장소(4690036500)","237","237","8","4","13","8","22","45","46","38","45","8","0","134","134","5","3","7","8","19","30","27","21","12","2","0","103","103","3","1","6","0","3","15","19","17","33","6","0"
"전라남도 진도군 조도면거차출장소(4690036600)","384","384","18","34","20","14","42","80","64","66","38","8","0","197","197","8","17","13","9","25","54","30","28","12","1","0","187","187","10","17","7","5","17","26","34","38","26","7","0"
"전라남도 신안군 (4691000000)","38,133","38,133","1,285","2,034","2,361","2,212","3,900","6,725","8,655","6,052","4,242","648","19","20,574","20,574","675","1,029","1,417","1,361","2,597","4,158","4,893","2,964","1,359","117","4","17,559","17,559","610","1,005","944","851","1,303","2,567","3,762","3,088","2,883","531","15"
"전라남도 신안군 지도읍(4691025000)","4,414","4,414","148","230","280","277","441","725","1,030","684","515","82","2","2,332","2,332","79","114","168","168","289","434","571","333","159","16","1","2,082","2,082","69","116","112","109","152","291","459","351","356","66","1"
"전라남도 신안군 지도읍선도출장소(4691025100)","226","226","7","7","6","11","14","43","60","33","38","7","0","112","112","3","3","4","5","7","29","38","14","8","1","0","114","114","4","4","2","6","7","14","22","19","30","6","0"
"전라남도 신안군 압해읍(4691025300)","5,536","5,536","164","292","367","345","567","984","1,410","816","504","85","2","3,012","3,012","92","146","219","218","357","568","801","406","188","17","0","2,524","2,524","72","146","148","127","210","416","609","410","316","68","2"
"전라남도 신안군 압해읍매화출장소(4691025400)","247","247","9","5","3","10","21","38","68","57","30","6","0","128","128","7","1","3","6","16","21","41","27","6","0","0","119","119","2","4","0","4","5","17","27","30","24","6","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","211","211","10","9","8","13","19","31","44","48","25","4","0","123","123","6","6","6","11","12","24","22","26","9","1","0","88","88","4","3","2","2","7","7","22","22","16","3","0"
"전라남도 신안군 증도면(4691031000)","1,421","1,421","29","50","75","74","139","291","319","216","204","23","1","777","777","20","20","46","47","97","190","186","105","64","2","0","644","644","9","30","29","27","42","101","133","111","140","21","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","307","307","9","8","23","14","26","64","68","55","33","7","0","176","176","3","7","12","13","18","46","38","23","13","3","0","131","131","6","1","11","1","8","18","30","32","20","4","0"
"전라남도 신안군 임자면(4691032000)","3,215","3,215","132","227","237","168","383","597","647","485","308","28","3","1,705","1,705","65","114","138","95","256","357","374","218","85","3","0","1,510","1,510","67","113","99","73","127","240","273","267","223","25","3"
"전라남도 신안군 자은면(4691033000)","2,226","2,226","68","98","111","104","187","410","558","377","283","30","0","1,197","1,197","32","62","65","63","133","248","288","190","105","11","0","1,029","1,029","36","36","46","41","54","162","270","187","178","19","0"
"전라남도 신안군 비금면(4691034000)","3,568","3,568","120","202","220","188","383","649","797","555","395","57","2","1,917","1,917","60","100","122","118","249","399","463","268","130","8","0","1,651","1,651","60","102","98","70","134","250","334","287","265","49","2"
"전라남도 신안군 도초면(4691035000)","2,379","2,379","91","186","163","130","239","379","484","353","305","49","0","1,257","1,257","54","87","95","83","150","234","266","178","101","9","0","1,122","1,122","37","99","68","47","89","145","218","175","204","40","0"
"전라남도 신안군 도초면우이도출장소(4691035500)","215","215","7","5","10","12","17","50","59","35","12","8","0","125","125","4","4","7","5","10","36","37","19","3","0","0","90","90","3","1","3","7","7","14","22","16","9","8","0"
"전라남도 신안군 흑산면(4691036000)","2,092","2,092","62","89","157","156","230","413","411","333","205","32","4","1,210","1,210","35","40","102","106","175","270","251","168","58","5","0","882","882","27","49","55","50","55","143","160","165","147","27","4"
"전라남도 신안군 흑산면가거도출장소(4691036500)","357","357","5","16","22","30","58","96","70","37","23","0","0","230","230","4","9","18","24","46","69","40","15","5","0","0","127","127","1","7","4","6","12","27","30","22","18","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","199","199","9","21","13","12","26","34","38","27","16","3","0","115","115","3","12","8","5","22","27","23","13","1","1","0","84","84","6","9","5","7","4","7","15","14","15","2","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","436","436","19","24","32","41","55","106","81","43","32","3","0","248","248","10","13","18","27","37","71","47","17","8","0","0","188","188","9","11","14","14","18","35","34","26","24","3","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","277","277","8","7","18","11","37","55","70","47","18","5","1","166","166","3","3","11","9","28","39","44","21","8","0","0","111","111","5","4","7","2","9","16","26","26","10","5","1"
"전라남도 신안군 하의면(4691037000)","1,614","1,614","35","91","88","71","156","293","349","304","197","30","0","876","876","21","44","54","49","100","182","206","151","62","7","0","738","738","14","47","34","22","56","111","143","153","135","23","0"
"전라남도 신안군 신의면(4691038000)","1,507","1,507","44","115","107","108","192","284","291","217","133","14","2","816","816","18","57","66","57","129","176","167","108","35","1","2","691","691","26","58","41","51","63","108","124","109","98","13","0"
"전라남도 신안군 장산면(4691039000)","1,471","1,471","45","74","60","78","155","223","340","264","200","32","0","807","807","24","36","40","50","101","165","184","134","69","4","0","664","664","21","38","20","28","54","58","156","130","131","28","0"
"전라남도 신안군 안좌면(4691040000)","3,036","3,036","134","151","204","198","304","478","671","480","347","68","1","1,588","1,588","68","80","124","109","195","283","365","240","111","13","0","1,448","1,448","66","71","80","89","109","195","306","240","236","55","1"
"전라남도 신안군 안좌면자라출장소(4691040500)","340","340","21","17","26","36","26","54","79","46","29","6","0","182","182","10","14","14","17","17","30","42","28","9","1","0","158","158","11","3","12","19","9","24","37","18","20","5","0"
"전라남도 신안군 팔금면(4691041000)","921","921","22","31","44","35","72","121","222","202","145","27","0","460","460","9","11","30","24","50","74","119","93","45","5","0","461","461","13","20","14","11","22","47","103","109","100","22","0"
"전라남도 신안군 암태면(4691042000)","1,918","1,918","87","79","87","90","153","307","489","338","245","42","1","1,015","1,015","45","46","47","52","103","186","280","169","77","9","1","903","903","42","33","40","38","50","121","209","169","168","33","0"
"경상북도  (4700000000)","2,537,955","2,537,955","142,897","216,043","238,934","256,877","347,204","443,012","455,108","261,526","151,520","24,274","560","1,283,804","1,283,804","73,462","113,005","137,262","140,519","180,797","229,582","229,989","122,360","51,567","5,200","61","1,254,151","1,254,151","69,435","103,038","101,672","116,358","166,407","213,430","225,119","139,166","99,953","19,074","499"
"경상북도 포항시 (4711000000)","492,041","492,041","30,756","45,690","48,159","54,176","72,518","86,561","86,779","45,397","19,232","2,714","59","249,977","249,977","15,989","23,822","28,215","29,846","37,066","43,422","42,231","21,907","6,912","560","7","242,064","242,064","14,767","21,868","19,944","24,330","35,452","43,139","44,548","23,490","12,320","2,154","52"
"경상북도 포항시 남구 (4711100000)","222,176","222,176","12,952","20,445","22,355","23,652","32,992","39,432","39,303","21,242","8,657","1,123","23","115,439","115,439","6,720","10,692","13,643","13,350","17,357","20,606","19,366","10,279","3,206","219","1","106,737","106,737","6,232","9,753","8,712","10,302","15,635","18,826","19,937","10,963","5,451","904","22"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,695","6,695","78","189","284","305","561","1,126","1,903","1,304","852","92","1","3,374","3,374","32","111","174","190","356","652","1,011","552","278","18","0","3,321","3,321","46","78","110","115","205","474","892","752","574","74","1"
"경상북도 포항시 남구 연일읍(4711125300)","28,398","28,398","1,477","3,375","2,911","2,344","4,329","5,801","4,961","2,277","803","117","3","14,408","14,408","769","1,734","1,712","1,249","2,078","2,889","2,497","1,162","291","27","0","13,990","13,990","708","1,641","1,199","1,095","2,251","2,912","2,464","1,115","512","90","3"
"경상북도 포항시 남구 오천읍(4711125600)","57,335","57,335","4,339","6,179","6,592","7,660","10,251","9,745","7,647","3,283","1,436","200","3","30,918","30,918","2,237","3,237","4,176","4,351","5,538","5,377","3,870","1,575","510","47","0","26,417","26,417","2,102","2,942","2,416","3,309","4,713","4,368","3,777","1,708","926","153","3"
"경상북도 포항시 남구 대송면(4711131000)","3,148","3,148","52","99","156","226","248","513","950","596","266","42","0","1,639","1,639","26","55","96","134","159","280","500","296","89","4","0","1,509","1,509","26","44","60","92","89","233","450","300","177","38","0"
"경상북도 포항시 남구 동해면(4711132000)","9,310","9,310","373","667","797","840","1,025","1,698","1,967","1,224","633","84","2","4,703","4,703","183","338","458","451","560","902","1,013","567","212","19","0","4,607","4,607","190","329","339","389","465","796","954","657","421","65","2"
"경상북도 포항시 남구 장기면(4711133000)","3,796","3,796","54","111","115","153","259","589","971","811","615","114","4","1,869","1,869","35","50","72","89","152","352","495","377","221","26","0","1,927","1,927","19","61","43","64","107","237","476","434","394","88","4"
"경상북도 포항시 남구 호미곶면(4711135000)","1,696","1,696","25","49","64","58","124","268","452","373","237","46","0","820","820","8","32","36","30","86","158","241","155","69","5","0","876","876","17","17","28","28","38","110","211","218","168","41","0"
