"행정구역","2024년09월_계_총인구수","2024년09월_계_연령구간인구수","2024년09월_계_0~9세","2024년09월_계_10~19세","2024년09월_계_20~29세","2024년09월_계_30~39세","2024년09월_계_40~49세","2024년09월_계_50~59세","2024년09월_계_60~69세","2024년09월_계_70~79세","2024년09월_계_80~89세","2024년09월_계_90~99세","2024년09월_계_100세 이상","2024년09월_남_총인구수","2024년09월_남_연령구간인구수","2024년09월_남_0~9세","2024년09월_남_10~19세","2024년09월_남_20~29세","2024년09월_남_30~39세","2024년09월_남_40~49세","2024년09월_남_50~59세","2024년09월_남_60~69세","2024년09월_남_70~79세","2024년09월_남_80~89세","2024년09월_남_90~99세","2024년09월_남_100세 이상","2024년09월_여_총인구수","2024년09월_여_연령구간인구수","2024년09월_여_0~9세","2024년09월_여_10~19세","2024년09월_여_20~29세","2024년09월_여_30~39세","2024년09월_여_40~49세","2024년09월_여_50~59세","2024년09월_여_60~69세","2024년09월_여_70~79세","2024년09월_여_80~89세","2024년09월_여_90~99세","2024년09월_여_100세 이상"
"경기도 안산시 단원구 대부동(4127361000)","9,211","9,211","277","341","532","710","900","1,834","2,593","1,297","617","105","5","4,765","4,765","149","178","309","397","506","929","1,345","680","250","20","2","4,446","4,446","128","163","223","313","394","905","1,248","617","367","85","3"
"경기도 고양시 (4128000000)","1,071,434","1,071,434","67,288","97,139","129,444","144,918","163,995","198,510","154,990","67,995","40,395","6,597","163","522,277","522,277","34,320","49,448","65,217","72,588","80,322","96,056","77,288","30,542","14,704","1,744","48","549,157","549,157","32,968","47,691","64,227","72,330","83,673","102,454","77,702","37,453","25,691","4,853","115"
"경기도 고양시 덕양구 (4128100000)","493,647","493,647","34,058","41,047","56,275","72,635","77,089","85,908","71,372","33,660","18,710","2,826","67","242,412","242,412","17,385","20,789","28,454","36,474","38,859","42,286","35,428","15,165","6,854","699","19","251,235","251,235","16,673","20,258","27,821","36,161","38,230","43,622","35,944","18,495","11,856","2,127","48"
"경기도 고양시 덕양구 주교동(4128151000)","10,688","10,688","329","717","1,248","1,094","1,268","2,261","2,160","982","532","97","0","5,551","5,551","184","409","676","629","697","1,177","1,121","457","180","21","0","5,137","5,137","145","308","572","465","571","1,084","1,039","525","352","76","0"
"경기도 고양시 덕양구 원신동(4128152000)","22,581","22,581","2,109","2,497","1,714","2,843","4,372","3,372","3,258","1,605","692","116","3","10,735","10,735","1,018","1,171","906","1,343","2,161","1,627","1,477","746","259","25","2","11,846","11,846","1,091","1,326","808","1,500","2,211","1,745","1,781","859","433","91","1"
"경기도 고양시 덕양구 흥도동(4128153000)","29,646","29,646","2,505","3,465","3,178","4,169","6,087","4,438","3,352","1,642","717","91","2","14,535","14,535","1,285","1,723","1,536","1,993","3,049","2,287","1,607","761","276","17","1","15,111","15,111","1,220","1,742","1,642","2,176","3,038","2,151","1,745","881","441","74","1"
"경기도 고양시 덕양구 성사1동(4128154000)","22,029","22,029","1,028","1,623","2,574","2,735","3,101","4,264","3,756","1,823","958","164","3","10,976","10,976","546","863","1,328","1,466","1,589","2,191","1,829","792","334","37","1","11,053","11,053","482","760","1,246","1,269","1,512","2,073","1,927","1,031","624","127","2"
"경기도 고양시 덕양구 성사2동(4128155000)","10,511","10,511","422","786","1,156","1,217","1,291","1,988","1,930","989","641","90","1","5,033","5,033","218","404","619","645","608","957","887","445","230","20","0","5,478","5,478","204","382","537","572","683","1,031","1,043","544","411","70","1"
"경기도 고양시 덕양구 효자동(4128156000)","25,986","25,986","3,900","1,993","2,283","5,606","4,891","3,102","2,393","1,177","560","80","1","12,691","12,691","1,960","957","1,048","2,600","2,596","1,526","1,203","585","200","16","0","13,295","13,295","1,940","1,036","1,235","3,006","2,295","1,576","1,190","592","360","64","1"
"경기도 고양시 덕양구 삼송1동(4128157600)","22,207","22,207","1,929","1,602","2,768","4,556","3,898","3,145","2,545","1,124","570","67","3","10,658","10,658","995","794","1,180","2,194","1,969","1,484","1,222","557","248","15","0","11,549","11,549","934","808","1,588","2,362","1,929","1,661","1,323","567","322","52","3"
"경기도 고양시 덕양구 삼송2동(4128157700)","28,113","28,113","2,084","1,829","3,397","5,568","4,306","4,086","3,540","2,131","1,038","132","2","12,941","12,941","1,023","941","1,393","2,676","2,173","1,799","1,609","895","394","37","1","15,172","15,172","1,061","888","2,004","2,892","2,133","2,287","1,931","1,236","644","95","1"
"경기도 고양시 덕양구 창릉동(4128158000)","23,276","23,276","2,420","1,770","2,175","5,220","4,313","3,111","2,428","1,215","538","81","5","11,379","11,379","1,201","934","995","2,518","2,212","1,533","1,166","575","221","22","2","11,897","11,897","1,219","836","1,180","2,702","2,101","1,578","1,262","640","317","59","3"
"경기도 고양시 덕양구 고양동(4128159000)","28,056","28,056","1,315","2,733","3,114","2,594","4,166","5,356","4,514","2,666","1,405","188","5","14,128","14,128","671","1,408","1,707","1,413","2,081","2,791","2,245","1,215","543","53","1","13,928","13,928","644","1,325","1,407","1,181","2,085","2,565","2,269","1,451","862","135","4"
"경기도 고양시 덕양구 관산동(4128160000)","34,318","34,318","1,314","2,399","3,361","3,338","4,672","6,757","6,934","3,453","1,829","251","10","17,389","17,389","695","1,218","1,857","1,857","2,479","3,481","3,453","1,605","692","51","1","16,929","16,929","619","1,181","1,504","1,481","2,193","3,276","3,481","1,848","1,137","200","9"
"경기도 고양시 덕양구 능곡동(4128161000)","18,119","18,119","1,096","1,274","2,090","2,669","2,383","3,423","3,060","1,310","702","108","4","9,269","9,269","579","682","1,141","1,458","1,193","1,661","1,622","621","290","21","1","8,850","8,850","517","592","949","1,211","1,190","1,762","1,438","689","412","87","3"
"경기도 고양시 덕양구 화정1동(4128162100)","35,389","35,389","1,301","2,998","5,084","4,316","4,432","7,102","5,534","2,502","1,847","264","9","17,118","17,118","668","1,514","2,559","2,251","2,099","3,398","2,801","1,032","710","85","1","18,271","18,271","633","1,484","2,525","2,065","2,333","3,704","2,733","1,470","1,137","179","8"
"경기도 고양시 덕양구 화정2동(4128162200)","31,336","31,336","1,793","3,086","3,959","4,251","4,839","6,133","4,004","1,772","1,285","213","1","15,058","15,058","893","1,588","2,006","2,130","2,222","2,945","2,032","730","445","67","0","16,278","16,278","900","1,498","1,953","2,121","2,617","3,188","1,972","1,042","840","146","1"
"경기도 고양시 덕양구 행주동(4128163000)","14,383","14,383","383","741","1,786","1,775","1,706","2,952","2,901","1,331","685","121","2","7,642","7,642","200","387","992","1,023","961","1,634","1,562","624","233","26","0","6,741","6,741","183","354","794","752","745","1,318","1,339","707","452","95","2"
"경기도 고양시 덕양구 행신1동(4128164000)","20,322","20,322","957","1,630","2,476","2,686","2,729","3,956","3,476","1,429","846","135","2","9,860","9,860","515","813","1,268","1,407","1,327","1,871","1,723","611","291","33","1","10,462","10,462","442","817","1,208","1,279","1,402","2,085","1,753","818","555","102","1"
"경기도 고양시 덕양구 행신2동(4128165000)","29,940","29,940","1,621","2,201","4,020","4,794","4,076","5,549","4,422","1,843","1,203","206","5","14,526","14,526","799","1,078","2,086","2,452","2,004","2,608","2,232","813","402","49","3","15,414","15,414","822","1,123","1,934","2,342","2,072","2,941","2,190","1,030","801","157","2"
"경기도 고양시 덕양구 행신3동(4128165500)","22,578","22,578","1,038","2,009","3,085","2,823","2,847","4,839","3,431","1,392","965","146","3","10,659","10,659","534","1,027","1,567","1,354","1,308","2,134","1,754","600","339","41","1","11,919","11,919","504","982","1,518","1,469","1,539","2,705","1,677","792","626","105","2"
"경기도 고양시 덕양구 행신4동(4128165600)","19,423","19,423","613","1,753","2,550","2,055","2,528","4,160","3,398","1,390","830","143","3","9,801","9,801","335","897","1,409","1,142","1,282","2,153","1,705","590","253","33","2","9,622","9,622","278","856","1,141","913","1,246","2,007","1,693","800","577","110","1"
"경기도 고양시 덕양구 화전동(4128166000)","27,995","27,995","3,400","2,337","2,502","5,053","5,846","3,775","2,986","1,371","625","97","3","13,960","13,960","1,778","1,180","1,260","2,395","3,087","1,893","1,458","668","221","19","1","14,035","14,035","1,622","1,157","1,242","2,658","2,759","1,882","1,528","703","404","78","2"
"경기도 고양시 덕양구 대덕동(4128167000)","16,751","16,751","2,501","1,604","1,755","3,273","3,338","2,139","1,350","513","242","36","0","8,503","8,503","1,288","801","921","1,528","1,762","1,136","720","243","93","11","0","8,248","8,248","1,213","803","834","1,745","1,576","1,003","630","270","149","25","0"
"경기도 고양시 일산동구 (4128500000)","294,403","294,403","17,173","26,906","37,696","39,154","44,580","56,222","42,733","17,309","10,606","1,974","50","142,853","142,853","8,774","13,778","18,656","19,470","21,530","26,997","21,437","7,854","3,820","519","18","151,550","151,550","8,399","13,128","19,040","19,684","23,050","29,225","21,296","9,455","6,786","1,455","32"
"경기도 고양시 일산동구 식사동(4128551000)","40,707","40,707","3,523","5,314","5,032","4,396","7,465","7,718","4,583","1,624","896","151","5","19,809","19,809","1,817","2,735","2,484","2,026","3,488","3,804","2,345","746","322","40","2","20,898","20,898","1,706","2,579","2,548","2,370","3,977","3,914","2,238","878","574","111","3"
"경기도 고양시 일산동구 중산1동(4128552500)","20,512","20,512","795","1,517","2,650","2,332","2,332","4,114","3,921","1,567","1,060","219","5","9,912","9,912","385","795","1,414","1,214","1,148","1,885","1,941","702","368","59","1","10,600","10,600","410","722","1,236","1,118","1,184","2,229","1,980","865","692","160","4"
"경기도 고양시 일산동구 중산2동(4128552600)","23,478","23,478","1,567","2,322","2,720","2,634","3,572","4,625","3,530","1,515","830","161","2","11,265","11,265","813","1,169","1,436","1,313","1,733","2,131","1,656","693","289","32","0","12,213","12,213","754","1,153","1,284","1,321","1,839","2,494","1,874","822","541","129","2"
"경기도 고양시 일산동구 정발산동(4128553000)","21,519","21,519","827","1,758","3,000","2,770","2,808","4,193","3,517","1,601","895","141","9","10,381","10,381","422","914","1,524","1,438","1,337","1,920","1,722","722","344","36","2","11,138","11,138","405","844","1,476","1,332","1,471","2,273","1,795","879","551","105","7"
"경기도 고양시 일산동구 풍산동(4128554000)","36,824","36,824","2,221","3,910","4,564","4,118","5,532","7,114","5,522","2,270","1,336","230","7","17,668","17,668","1,126","2,033","2,368","1,996","2,566","3,369","2,660","991","496","61","2","19,156","19,156","1,095","1,877","2,196","2,122","2,966","3,745","2,862","1,279","840","169","5"
"경기도 고양시 일산동구 백석1동(4128555100)","28,621","28,621","1,550","2,337","3,906","4,157","4,143","5,540","4,228","1,654","954","151","1","13,609","13,609","784","1,189","1,872","2,082","1,985","2,529","2,072","710","346","40","0","15,012","15,012","766","1,148","2,034","2,075","2,158","3,011","2,156","944","608","111","1"
"경기도 고양시 일산동구 백석2동(4128555200)","20,082","20,082","617","1,076","2,928","3,301","2,956","4,038","2,942","1,287","802","131","4","9,555","9,555","303","543","1,263","1,628","1,430","2,020","1,521","567","257","21","2","10,527","10,527","314","533","1,665","1,673","1,526","2,018","1,421","720","545","110","2"
"경기도 고양시 일산동구 마두1동(4128556000)","22,805","22,805","1,060","2,903","3,097","2,359","3,257","4,570","3,354","1,262","785","157","1","10,924","10,924","539","1,473","1,549","1,150","1,429","2,172","1,712","575","282","43","0","11,881","11,881","521","1,430","1,548","1,209","1,828","2,398","1,642","687","503","114","1"
"경기도 고양시 일산동구 마두2동(4128557000)","15,415","15,415","829","2,099","1,794","1,408","2,579","2,942","2,067","797","736","162","2","7,213","7,213","415","1,064","881","629","1,157","1,392","1,026","345","244","58","2","8,202","8,202","414","1,035","913","779","1,422","1,550","1,041","452","492","104","0"
"경기도 고양시 일산동구 장항1동(4128558000)","16,361","16,361","2,472","1,120","1,455","4,306","2,902","1,921","1,407","533","214","30","1","8,198","8,198","1,281","571","660","2,037","1,545","987","748","277","86","6","0","8,163","8,163","1,191","549","795","2,269","1,357","934","659","256","128","24","1"
"경기도 고양시 일산동구 장항2동(4128559000)","26,523","26,523","700","1,308","4,327","4,810","4,202","5,175","3,395","1,408","1,000","194","4","12,984","12,984","371","627","1,902","2,529","2,132","2,550","1,792","626","385","68","2","13,539","13,539","329","681","2,425","2,281","2,070","2,625","1,603","782","615","126","2"
"경기도 고양시 일산동구 고봉동(4128560000)","21,556","21,556","1,012","1,242","2,223","2,563","2,832","4,272","4,267","1,791","1,098","247","9","11,335","11,335","518","665","1,303","1,428","1,580","2,238","2,242","900","401","55","5","10,221","10,221","494","577","920","1,135","1,252","2,034","2,025","891","697","192","4"
"경기도 고양시 일산서구 (4128700000)","283,384","283,384","16,057","29,186","35,473","33,129","42,326","56,380","40,885","17,026","11,079","1,797","46","137,012","137,012","8,161","14,881","18,107","16,644","19,933","26,773","20,423","7,523","4,030","526","11","146,372","146,372","7,896","14,305","17,366","16,485","22,393","29,607","20,462","9,503","7,049","1,271","35"
"경기도 고양시 일산서구 일산1동(4128751000)","25,287","25,287","1,271","2,170","3,283","2,913","3,388","4,967","4,074","1,869","1,187","161","4","12,150","12,150","629","1,109","1,693","1,494","1,643","2,275","1,989","820","448","49","1","13,137","13,137","642","1,061","1,590","1,419","1,745","2,692","2,085","1,049","739","112","3"
"경기도 고양시 일산서구 일산2동(4128752000)","18,927","18,927","863","1,234","2,303","2,288","2,213","3,946","3,737","1,377","835","130","1","9,371","9,371","429","644","1,222","1,183","1,104","1,919","1,911","632","295","32","0","9,556","9,556","434","590","1,081","1,105","1,109","2,027","1,826","745","540","98","1"
"경기도 고양시 일산서구 일산3동(4128753000)","33,506","33,506","2,133","5,001","3,839","3,426","5,984","6,423","4,152","1,476","884","185","3","16,139","16,139","1,115","2,538","1,996","1,654","2,647","3,056","2,110","653","314","56","0","17,367","17,367","1,018","2,463","1,843","1,772","3,337","3,367","2,042","823","570","129","3"
"경기도 고양시 일산서구 탄현1동(4128754500)","29,753","29,753","1,816","2,730","4,232","3,745","4,353","6,289","3,959","1,378","1,069","177","5","14,594","14,594","944","1,405","2,112","1,964","2,104","3,011","2,053","591","364","43","3","15,159","15,159","872","1,325","2,120","1,781","2,249","3,278","1,906","787","705","134","2"
"경기도 고양시 일산서구 탄현2동(4128754600)","18,941","18,941","1,445","2,180","2,102","2,230","3,245","3,509","2,403","1,077","658","92","0","9,064","9,064","737","1,149","1,019","1,096","1,545","1,625","1,158","462","246","27","0","9,877","9,877","708","1,031","1,083","1,134","1,700","1,884","1,245","615","412","65","0"
"경기도 고양시 일산서구 주엽1동(4128755000)","26,439","26,439","1,241","2,698","3,273","3,089","3,783","5,054","3,751","1,832","1,463","251","4","12,386","12,386","630","1,402","1,653","1,508","1,715","2,321","1,778","782","519","78","0","14,053","14,053","611","1,296","1,620","1,581","2,068","2,733","1,973","1,050","944","173","4"
"경기도 고양시 일산서구 주엽2동(4128756000)","27,018","27,018","1,475","2,769","3,006","3,063","3,893","5,044","4,018","1,892","1,573","277","8","12,559","12,559","740","1,376","1,489","1,516","1,762","2,342","1,938","758","545","92","1","14,459","14,459","735","1,393","1,517","1,547","2,131","2,702","2,080","1,134","1,028","185","7"
"경기도 고양시 일산서구 대화동(4128757000)","34,189","34,189","1,683","2,612","5,079","5,094","4,692","6,593","5,020","2,081","1,152","177","6","16,640","16,640","843","1,337","2,574","2,603","2,291","3,103","2,478","953","405","51","2","17,549","17,549","840","1,275","2,505","2,491","2,401","3,490","2,542","1,128","747","126","4"
"경기도 고양시 일산서구 송포동(4128758000)","20,398","20,398","1,213","1,931","2,499","2,656","3,024","4,117","2,929","1,209","700","114","6","10,039","10,039","608","988","1,329","1,336","1,415","1,960","1,498","566","302","35","2","10,359","10,359","605","943","1,170","1,320","1,609","2,157","1,431","643","398","79","4"
"경기도 고양시 일산서구 덕이동(4128760000)","30,424","30,424","2,028","3,680","3,514","3,056","5,039","6,243","4,223","1,627","871","136","7","14,927","14,927","1,059","1,837","1,755","1,512","2,424","3,060","2,150","761","336","32","1","15,497","15,497","969","1,843","1,759","1,544","2,615","3,183","2,073","866","535","104","6"
"경기도 고양시 일산서구 가좌동(4128761000)","18,502","18,502","889","2,181","2,343","1,569","2,712","4,195","2,619","1,208","687","97","2","9,143","9,143","427","1,096","1,265","778","1,283","2,101","1,360","545","256","31","1","9,359","9,359","462","1,085","1,078","791","1,429","2,094","1,259","663","431","66","1"
"경기도 과천시 (4129000000)","85,397","85,397","8,912","8,211","9,502","13,265","13,282","13,354","11,113","4,809","2,457","483","9","41,731","41,731","4,542","4,151","4,835","6,437","6,540","6,387","5,491","2,269","946","130","3","43,666","43,666","4,370","4,060","4,667","6,828","6,742","6,967","5,622","2,540","1,511","353","6"
"경기도 과천시 중앙동(4129051000)","11,231","11,231","809","953","1,331","1,538","1,534","1,878","1,882","789","418","97","2","5,412","5,412","421","486","690","763","706","830","923","396","171","25","1","5,819","5,819","388","467","641","775","828","1,048","959","393","247","72","1"
"경기도 과천시 원문동(4129051500)","16,067","16,067","1,729","1,987","1,641","1,987","2,956","2,584","1,883","778","443","78","1","7,771","7,771","887","1,018","804","896","1,423","1,265","935","351","169","23","0","8,296","8,296","842","969","837","1,091","1,533","1,319","948","427","274","55","1"
"경기도 과천시 갈현동(4129052000)","16,481","16,481","3,292","1,644","1,566","3,655","2,782","1,969","954","373","200","45","1","8,041","8,041","1,632","772","764","1,680","1,463","995","504","169","50","11","1","8,440","8,440","1,660","872","802","1,975","1,319","974","450","204","150","34","0"
"경기도 과천시 별양동(4129053000)","14,728","14,728","1,247","1,484","1,673","2,121","2,320","2,337","2,138","874","445","88","1","7,163","7,163","642","755","853","1,052","1,106","1,089","1,043","438","153","31","1","7,565","7,565","605","729","820","1,069","1,214","1,248","1,095","436","292","57","0"
"경기도 과천시 부림동(4129054000)","14,101","14,101","1,196","1,204","1,690","2,226","2,042","2,356","2,071","803","430","81","2","6,912","6,912","629","622","862","1,098","1,001","1,111","1,038","361","170","20","0","7,189","7,189","567","582","828","1,128","1,041","1,245","1,033","442","260","61","2"
"경기도 과천시 과천동(4129055000)","6,224","6,224","346","381","696","946","816","978","1,161","598","246","54","2","3,210","3,210","175","197","388","506","446","495","572","294","124","13","0","3,014","3,014","171","184","308","440","370","483","589","304","122","41","2"
"경기도 과천시 문원동(4129056000)","6,565","6,565","293","558","905","792","832","1,252","1,024","594","275","40","0","3,222","3,222","156","301","474","442","395","602","476","260","109","7","0","3,343","3,343","137","257","431","350","437","650","548","334","166","33","0"
"경기도 구리시 (4131000000)","186,571","186,571","11,088","16,489","22,479","24,325","29,075","34,231","28,824","13,047","6,196","793","24","92,278","92,278","5,637","8,592","11,344","12,492","14,660","16,639","14,317","5,996","2,382","212","7","94,293","94,293","5,451","7,897","11,135","11,833","14,415","17,592","14,507","7,051","3,814","581","17"
"경기도 구리시 갈매동(4131051000)","30,384","30,384","3,263","3,113","2,665","4,332","6,626","4,171","3,755","1,774","600","81","4","14,931","14,931","1,687","1,576","1,269","2,051","3,448","2,016","1,761","856","249","17","1","15,453","15,453","1,576","1,537","1,396","2,281","3,178","2,155","1,994","918","351","64","3"
"경기도 구리시 동구동(4131052000)","35,340","35,340","1,902","3,279","4,651","4,355","5,005","7,087","5,388","2,282","1,218","169","4","17,205","17,205","938","1,770","2,361","2,240","2,427","3,268","2,667","1,020","463","50","1","18,135","18,135","964","1,509","2,290","2,115","2,578","3,819","2,721","1,262","755","119","3"
"경기도 구리시 인창동(4131053000)","23,757","23,757","1,509","2,192","3,069","3,255","3,662","4,359","3,343","1,528","747","93","0","11,600","11,600","731","1,153","1,533","1,655","1,790","2,106","1,634","692","278","28","0","12,157","12,157","778","1,039","1,536","1,600","1,872","2,253","1,709","836","469","65","0"
"경기도 구리시 교문1동(4131054100)","14,689","14,689","487","887","1,733","1,827","2,017","2,834","2,844","1,324","662","72","2","7,568","7,568","232","452","909","1,018","1,090","1,482","1,485","620","264","16","0","7,121","7,121","255","435","824","809","927","1,352","1,359","704","398","56","2"
"경기도 구리시 교문2동(4131054200)","20,887","20,887","1,165","2,365","2,600","2,361","3,159","3,958","3,145","1,351","697","84","2","10,099","10,099","604","1,211","1,315","1,150","1,472","1,875","1,516","648","283","25","0","10,788","10,788","561","1,154","1,285","1,211","1,687","2,083","1,629","703","414","59","2"
"경기도 구리시 수택1동(4131057000)","16,322","16,322","751","1,070","2,129","2,351","2,241","3,051","2,847","1,239","572","67","4","8,178","8,178","395","585","1,024","1,259","1,177","1,494","1,439","579","209","15","2","8,144","8,144","356","485","1,105","1,092","1,064","1,557","1,408","660","363","52","2"
"경기도 구리시 수택2동(4131058000)","24,224","24,224","922","1,668","3,076","3,080","3,141","4,695","4,447","2,115","959","117","4","12,027","12,027","463","868","1,592","1,628","1,635","2,317","2,243","907","344","28","2","12,197","12,197","459","800","1,484","1,452","1,506","2,378","2,204","1,208","615","89","2"
"경기도 구리시 수택3동(4131059000)","20,968","20,968","1,089","1,915","2,556","2,764","3,224","4,076","3,055","1,434","741","110","4","10,670","10,670","587","977","1,341","1,491","1,621","2,081","1,572","674","292","33","1","10,298","10,298","502","938","1,215","1,273","1,603","1,995","1,483","760","449","77","3"
"경기도 남양주시 (4136000000)","732,783","732,783","51,193","79,070","80,233","84,843","125,236","129,440","100,925","53,053","25,098","3,566","126","363,033","363,033","26,335","40,567","41,389","42,486","61,972","65,553","49,667","24,347","9,807","883","27","369,750","369,750","24,858","38,503","38,844","42,357","63,264","63,887","51,258","28,706","15,291","2,683","99"
"경기도 남양주시 와부읍(4136025000)","58,124","58,124","2,813","6,475","6,760","5,489","8,809","11,280","8,588","4,990","2,559","348","13","28,567","28,567","1,461","3,333","3,554","2,829","4,052","5,607","4,247","2,300","1,074","103","7","29,557","29,557","1,352","3,142","3,206","2,660","4,757","5,673","4,341","2,690","1,485","245","6"
"경기도 남양주시 진접읍(4136025300)","95,230","95,230","5,947","11,275","10,567","9,742","15,714","17,471","13,556","7,016","3,453","475","14","47,896","47,896","3,089","5,835","5,635","5,055","7,711","9,086","6,790","3,257","1,296","139","3","47,334","47,334","2,858","5,440","4,932","4,687","8,003","8,385","6,766","3,759","2,157","336","11"
"경기도 남양주시 화도읍(4136025600)","63,976","63,976","3,385","6,611","7,209","6,142","10,641","12,549","9,477","5,166","2,474","312","10","31,865","31,865","1,712","3,420","3,797","3,215","5,343","6,402","4,668","2,284","952","71","1","32,111","32,111","1,673","3,191","3,412","2,927","5,298","6,147","4,809","2,882","1,522","241","9"
"경기도 남양주시 화도읍동부출장소(4136025700)","13,232","13,232","1,019","1,466","1,239","1,481","2,318","2,216","2,028","959","411","92","3","6,609","6,609","542","710","644","723","1,202","1,119","1,011","474","162","21","1","6,623","6,623","477","756","595","758","1,116","1,097","1,017","485","249","71","2"
"경기도 남양주시 화도읍남부출장소(4136025800)","35,539","35,539","2,591","4,231","3,613","3,669","6,505","6,556","4,632","2,436","1,160","141","5","17,794","17,794","1,357","2,224","1,917","1,836","3,185","3,405","2,302","1,091","446","31","0","17,745","17,745","1,234","2,007","1,696","1,833","3,320","3,151","2,330","1,345","714","110","5"
"경기도 남양주시 진건읍(4136025900)","20,401","20,401","614","1,417","2,276","2,025","2,381","4,132","4,312","2,037","1,033","165","9","10,556","10,556","340","759","1,254","1,147","1,253","2,157","2,280","954","376","35","1","9,845","9,845","274","658","1,022","878","1,128","1,975","2,032","1,083","657","130","8"
"경기도 남양주시 오남읍(4136026200)","51,258","51,258","2,450","5,650","6,448","4,808","8,068","10,718","7,064","3,777","1,985","285","5","25,566","25,566","1,256","2,947","3,350","2,510","4,001","5,514","3,546","1,632","750","59","1","25,692","25,692","1,194","2,703","3,098","2,298","4,067","5,204","3,518","2,145","1,235","226","4"
"경기도 남양주시 퇴계원읍(4136026500)","27,006","27,006","1,125","2,181","3,153","2,939","3,444","5,134","5,242","2,448","1,188","149","3","13,371","13,371","569","1,114","1,667","1,573","1,734","2,492","2,570","1,154","464","33","1","13,635","13,635","556","1,067","1,486","1,366","1,710","2,642","2,672","1,294","724","116","2"
"경기도 남양주시 별내면(4136031000)","18,230","18,230","732","1,620","2,081","1,510","2,472","3,777","3,106","1,773","1,019","132","8","9,126","9,126","367","847","1,105","776","1,272","1,947","1,552","802","419","36","3","9,104","9,104","365","773","976","734","1,200","1,830","1,554","971","600","96","5"
"경기도 남양주시 수동면(4136034000)","8,742","8,742","214","559","638","654","899","1,637","2,098","1,242","641","154","6","4,607","4,607","105","340","380","377","487","895","1,096","619","273","35","0","4,135","4,135","109","219","258","277","412","742","1,002","623","368","119","6"
"경기도 남양주시 조안면(4136036000)","3,803","3,803","112","210","298","316","417","705","933","528","251","32","1","1,966","1,966","64","110","158","164","224","363","486","279","104","14","0","1,837","1,837","48","100","140","152","193","342","447","249","147","18","1"
"경기도 남양주시 호평동(4136051000)","55,710","55,710","4,447","6,986","5,993","5,926","10,870","9,916","6,129","3,570","1,648","217","8","27,124","27,124","2,326","3,526","3,164","2,832","5,193","4,965","2,892","1,504","667","54","1","28,586","28,586","2,121","3,460","2,829","3,094","5,677","4,951","3,237","2,066","981","163","7"
"경기도 남양주시 평내동(4136052000)","37,562","37,562","2,616","4,621","4,582","4,339","6,583","7,058","4,253","2,259","1,078","167","6","18,425","18,425","1,351","2,345","2,336","2,164","3,175","3,556","2,031","1,006","414","44","3","19,137","19,137","1,265","2,276","2,246","2,175","3,408","3,502","2,222","1,253","664","123","3"
"경기도 남양주시 금곡동(4136053000)","17,254","17,254","406","875","1,823","1,935","1,837","3,216","4,069","1,879","1,054","154","6","8,811","8,811","210","458","1,016","1,107","1,016","1,646","2,018","898","411","31","0","8,443","8,443","196","417","807","828","821","1,570","2,051","981","643","123","6"
"경기도 남양주시 양정동(4136054000)","2,507","2,507","71","90","256","287","231","475","636","294","150","15","2","1,484","1,484","38","47","160","185","143","299","378","161","68","5","0","1,023","1,023","33","43","96","102","88","176","258","133","82","10","2"
"경기도 남양주시 다산1동(4136054500)","105,177","105,177","11,887","12,179","10,418","16,798","21,463","13,898","10,245","5,679","2,292","307","11","51,362","51,362","6,114","6,136","4,966","7,911","10,865","6,929","4,838","2,637","894","69","3","53,815","53,815","5,773","6,043","5,452","8,887","10,598","6,969","5,407","3,042","1,398","238","8"
"경기도 남양주시 다산2동(4136056500)","36,500","36,500","3,611","4,416","3,719","4,467","7,747","5,925","3,957","1,814","727","113","4","17,821","17,821","1,787","2,265","1,892","2,088","3,802","2,996","1,865","819","276","29","2","18,679","18,679","1,824","2,151","1,827","2,379","3,945","2,929","2,092","995","451","84","2"
"경기도 남양주시 별내동(4136057000)","82,532","82,532","7,153","8,208","9,160","12,316","14,837","12,777","10,600","5,186","1,975","308","12","40,083","40,083","3,647","4,151","4,394","5,994","7,314","6,175","5,097","2,476","761","74","0","42,449","42,449","3,506","4,057","4,766","6,322","7,523","6,602","5,503","2,710","1,214","234","12"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","238,788","238,788","18,221","26,113","29,149","37,589","45,353","38,579","26,044","11,499","5,503","722","16","124,591","124,591","9,305","13,398","15,928","20,898","24,420","20,204","12,993","5,257","2,033","153","2","114,197","114,197","8,916","12,715","13,221","16,691","20,933","18,375","13,051","6,242","3,470","569","14"
"경기도 오산시 중앙동(4137051000)","33,816","33,816","2,713","3,991","3,909","4,477","6,077","5,873","3,980","1,774","911","110","1","16,993","16,993","1,400","1,986","2,146","2,280","3,077","2,997","1,967","777","334","29","0","16,823","16,823","1,313","2,005","1,763","2,197","3,000","2,876","2,013","997","577","81","1"
"경기도 오산시 대원1동(4137052300)","45,780","45,780","2,684","4,545","6,828","6,603","7,878","8,268","5,409","2,348","1,087","126","4","23,812","23,812","1,361","2,311","3,740","3,754","4,204","4,219","2,724","1,068","398","31","2","21,968","21,968","1,323","2,234","3,088","2,849","3,674","4,049","2,685","1,280","689","95","2"
