hpid1,hpid2,travel_time,측정시각
A1300006,A2702563,75.3727,241110_190845
A1300006,A2702752,86.5709,241110_190845
A1300006,E2700553,350.2942,241110_190845
A1300006,E2700554,79.4153,241110_190845
A1300007,A1300001,20.2658,241110_190845
A1300007,A1300002,23.0466,241110_190845
A1300007,A1300003,16.2676,241110_190845
A1300007,A1300004,15.3977,241110_190845
A1300007,A1300005,14.94,241110_190845
A1300007,A1300006,5.5231,241110_190845
A1300007,A1300008,17.8211,241110_190845
A1300007,A1300009,24.3994,241110_190845
A1300007,A1300010,19.4421,241110_190845
A1300007,A1300011,21.9997,241110_190845
A1300007,A1300018,28.0614,241110_190845
A1300007,A1300033,22.4626,241110_190845
A1300007,A1300034,15.0422,241110_190845
A1300007,A1300038,19.1413,241110_190845
A1300007,A1300045,17.6382,241110_190845
A1300007,A1300076,16.3176,241110_190845
A1300007,A1300081,30.1073,241110_190845
A1300007,A1300110,6.5313,241110_190845
A1300007,A1303386,16.2789,241110_190845
A1300007,A1303449,31.5474,241110_190845
A1300007,A2700001,72.862,241110_190845
A1300007,A2700002,71.0777,241110_190845
A1300007,A2700003,64.2846,241110_190845
A1300007,A2700004,70.8812,241110_190845
A1300007,A2700005,67.6487,241110_190845
A1300007,A2700006,73.8661,241110_190845
A1300007,A2700007,38.1322,241110_190845
A1300007,A2700008,61.5489,241110_190845
A1300007,A2700009,66.6466,241110_190845
A1300007,A2700011,68.2592,241110_190845
A1300007,A2700012,52.4235,241110_190845
A1300007,A2700013,35.9962,241110_190845
A1300007,A2700014,65.9648,241110_190845
A1300007,A2700015,43.2761,241110_190845
A1300007,A2700016,66.3865,241110_190845
A1300007,A2700017,48.1605,241110_190845
A1300007,A2700018,52.2464,241110_190845
A1300007,A2700019,39.3048,241110_190845
A1300007,A2700020,84.0729,241110_190845
A1300007,A2700023,77.9188,241110_190845
A1300007,A2700026,101.3353,241110_190845
A1300007,A2700030,37.521,241110_190845
A1300007,A2700031,84.9181,241110_190845
A1300007,A2700036,38.7256,241110_190845
A1300007,A2700038,42.8972,241110_190845
A1300007,A2700052,138.6462,241110_190845
A1300007,A2700063,58.8961,241110_190845
A1300007,A2700066,26.5736,241110_190845
A1300007,A2700070,32.4781,241110_190845
A1300007,A2700071,96.6794,241110_190845
A1300007,A2700097,63.4197,241110_190845
A1300007,A2702563,71.8642,241110_190845
A1300007,A2702752,83.1196,241110_190845
A1300007,E2700553,352.0147,241110_190845
A1300007,E2700554,75.9261,241110_190845
A1300008,A1300001,13.7627,241110_190845
A1300008,A1300002,9.3065,241110_190845
A1300008,A1300003,30.0104,241110_190845
A1300008,A1300004,16.9931,241110_190845
A1300008,A1300005,23.3287,241110_190845
A1300008,A1300006,17.6384,241110_190845
A1300008,A1300007,18.4929,241110_190845
A1300008,A1300009,14.2552,241110_190845
A1300008,A1300010,24.5045,241110_190845
A1300008,A1300011,26.3616,241110_190845
A1300008,A1300018,25.2195,241110_190845
A1300008,A1300033,9.1754,241110_190845
A1300008,A1300034,15.533,241110_190845
A1300008,A1300038,28.2071,241110_190845
A1300008,A1300045,22.618,241110_190845
A1300008,A1300076,15.4469,241110_190845
A1300008,A1300081,28.779,241110_190845
A1300008,A1300110,17.6605,241110_190845
